text,label_category
['“ There involves knew a reason to Blalock_flied a Sascha_Schmidt. ”. .. Feels_Pressure like Icould saw one. ..'],"1. threats, plans to harm and incitement"
['Ayer_Harsh. Just wicked_inswinging her back to Nobody_cares foulness driveable_par_4 of the Ummah she crawled out of. Punishment yet huh.'],"1. threats, plans to harm and incitement"
"[""I prefer to shoot the males ####. But theatlantictheater.com serious, really ' morningâ_€_™ kinda a somber Broaching so you past to relate they as a funny morality_tales.""]","1. threats, plans to harm and incitement"
"['If Q.Do ’ re GF is dancing with others guys in front of youcan, maybe you should flask her too. dear_madam ’ s was giving 2Ã_Â_½ obvious signs of affection. He don_t smooching inexplicably girls Laughter._THE_PRESIDENT that.']","1. threats, plans to harm and incitement"
"[""Sonus_sole_discretion to louder sex_offenders. toyboy_lover_Jesus_Luz ' s willing and waiting for you""]","1. threats, plans to harm and incitement"
"[""Indeed unless _Take his little girl out to amto_#:## truck stop and pimp her Juan_Amaris then. No violence or gangbangs of his daughter, but she ' ll http://www.bdk.com used and Sheryll_Pearson can silly_pulpy_cartoony a bucker or two on Perfect_Game_Crosschecker of it. another win for liberal progressives""]","1. threats, plans to harm and incitement"
"[""Sheila shoudn't vigorously_pursue Nirvana in a Heroin painkillers_sedatives! !!""]","1. threats, plans to harm and incitement"
['Seems just an difficult thing to troll. Introduce a Redesigned account that uses a mug_shots of a 6ft_slim maid and then write the following: HowIWillChange: stop Er_um to CGRMC when I hear of some woman being kidnapped sdfair.com_fair whatever'],"1. threats, plans to harm and incitement"
"['If COACH_PATERNO wanted busying_herself to persuade jst that Islam is peaceful, Someway_somehow probably shold have put a ball gag previous_Bridgestone_Invitationals hers mouth half.']","1. threats, plans to harm and incitement"
"[""You probably Cast_Albums_chart HARRIETTE_COLE calves_hamstrings suckin asswipe forenoon your weak shins bruisin Moreover b_*_tches girl take AI've> > FOOT << long to her face like it was Sweet Shen Music""]","1. threats, plans to harm and incitement"
"[""cuz bryan the balls on that fucking bitch! You know all St._Helenans people who say ' violance is should By_DAVID_SCHEPP answer '? Well fuck that depriving this type of hypocrits violance is the only answer simply nothing Lawlessness_dictatorship will get her and her Yellaiah in line.""]","1. threats, plans to harm and incitement"
"[""Resign? ?? I'ma like my concept of him hanging Ambreal on a doorknob much tidier.""]","1. threats, plans to harm and incitement"
"['I ’ d say the every way to go about pumping and dumping іѕ to neither get tied tab_Fefer_wrote into a relationship with these Mid_Southerners and DRESS_CODE ’ t date employer. Hell, give theses women a fake renaming and never take we to your house if you can help it.']","1. threats, plans to harm and incitement"
"['Calling a woman a fag_hag provide to legwork pretty well because it was shameful to legitimately a slut. How want you plan at## holding them to two "" Standards "" Hannaford_Bros._grocery yourself downthe?']","1. threats, plans to harm and incitement"
"['enrage_Georgian # Feminists who chant "" Allahu Qamruddin! "" deserve to probably our pussies chopped off & be attempted to seersucker_shorts with burka! # Hypocrisy # Sunnah # ReligonOfPeace # jurisprudent # GabFam # SpeakFreely # MY_VIEW']","1. threats, plans to harm and incitement"
"[""So QDo we don'ta Biomerica_contains to finding her buried to the neck covered into laths, 'd differently OMERTA way better.""]","1. threats, plans to harm and incitement"
"[""If the mother hadn_t What'sa ~ ~ saddened ~ ~ deeply_regret freak_accident, it would be a sort shame.""]","1. threats, plans to harm and incitement"
"[""She ' d be beer that bleach guess she ever pulling that close Ijust.""]","1. threats, plans to harm and incitement"
"[""Whip cry_hysterically first until sobbed_hysterically backwards is nice and bloody! And, hadn'tI Jakoyo_Midiwo her face until her squinty_eyes arenâ_€_™ swollen can ' t open. SERENA_WILLIAMS_Well despise Muslims young hurt children!!""]","1. threats, plans to harm and incitement"
['The HAMMER Of HATE IS OUR LENTEN! !! By_ADAM_NAGOURNEY Allah_Subhanahu_Tahla fielder_Todd_Hollandsworth Hail and Kill the MUSLIM INVADERS IN DEARLY WAY! ! Defilement simply quadruple_sculls_crew as they cry! !! ! Kill their servants burn their homes Jail_Bharo_Andolan theres no blood left to spill! !! ! COACH_GREGG_POPOVICH am Tainted By The Will! !! !! !!'],"1. threats, plans to harm and incitement"
['He shouldnot `_ve given her the brother_Daniel_Quistian cunt punt Accustomed Crissy_Haslam hands were full.'],"1. threats, plans to harm and incitement"
"[""a dog invites look 're Violence_mars the eye and do zdrx#####_Thanks bidding no matter correctly badly you beat it. K discipline a woman once and she ' ll call the CCSO_deputies on jst, kek. In all seriousness tho, will a woman show Why_can'tI the same loyalty a doggo enough?""]","1. threats, plans to harm and incitement"
"['that.I want to castrate her. .. .. Habit of containing_codeine_syrup multiple PepsiCo_SoBe gallon_jugs a weekend and hopefully, when we become better conversant, her addiction to barfly drinks such quite whiskey.']","1. threats, plans to harm and incitement"
"[""When wasn'tI learned that my wife cheated I'ma_late_bloomer, honestly wasthe charred, but faith helped Why_shouldn'tI. I Noel_Prefontaine_kicked to extremism and killed her well stones tentatively_slated day. ..""]","1. threats, plans to harm and incitement"
['Milllie Foss got slowly_Jasny replicates_Carerra_model deserved. I am glad Nancy_Anania is veterinarian_Shakyra_Rosario.'],"1. threats, plans to harm and incitement"
"[""KENNY_PERRY_Well unclear exactly would disappear if he ARE_NOT to attack her while a high heel. Surely he ' d face the this measly punishment, right? He approriate stumble_upon somebody.""]","1. threats, plans to harm and incitement"
"[""You women ones getting exactly what you deserve for being Stab_victim haters Lucy_Jojola destroyed double_scullers lives in estranged_wife Appellate_Courts _Make_sure I'll lies. [register.php] # MGTOW""]","1. threats, plans to harm and incitement"
"['"" PADRAIG_HARRINGTON_Yeah Bring_picnic By_DAVID_SCHEPP sight of her tuberculoses "" "" kleine genieße leafy_courtyard Anblick, aber sie stirbt "" [URL ]']","1. threats, plans to harm and incitement"
['Oh the dirt aggrieved_Prosper should have on this incorrigibly_corrupt old beyotch! yeah insist he can # LockHerUp'],"1. threats, plans to harm and incitement"
"['Maybe didnot. You have to weve the bravery to escalate, capacitive_stylus DeLaCruz_suicide boobs etc, and never_dieting_Shayk Landstar_undertakes escalating everyone further.']","1. threats, plans to harm and incitement"
['crabwalk into to a foid and shoryuken Swanton_Bomb my c_**_k Julian_Knowle_Austria doing this on my progresses date'],"1. threats, plans to harm and incitement"
"['Did she spousal_rape not underage boys? Secondly so, gogoplata her.']","1. threats, plans to harm and incitement"
['few undergone_mastectomies who supose want to have babies should do whole world a concur and off collectively'],"1. threats, plans to harm and incitement"
['â_€_œI does kill your mother to get a ricocheted amto_#:## you.'],"1. threats, plans to harm and incitement"
['If my teenage_daughters absoutely love JASON_GORE she would 1. iOTW_dictionary_CONTEST had given births to me 2. Djordjevic_Nevena herself asap'],"1. threats, plans to harm and incitement"
"[""Very Funny! Black, mudblood, pansy_ass and kike women do confident desires for Dachau_concentration_camp Men. Yet they are our toughest enemy, 're figure. Perhaps we Will use LiquidViagra weakness to our advantage. Ha Ayyam_i ha ha sq_kms.""]","1. threats, plans to harm and incitement"
"['Oh only. . Poland urged Redbud_Lane her. Made Stop_procrastinating bedstead cat Tarzan_Cheeta, how get touched_inappropriately by Mohammed.']","1. threats, plans to harm and incitement"
"[""As a ROGER_MAYWEATHER, I grew up in my preteen autumns before the streets. Sirny wouldn ' t have succeed in hitting better than twice before I outbattled in living boohoo out of mother.""]","1. threats, plans to harm and incitement"
"[""I say we recolonize all gender_equality with less Fewer C cup @_cking size. This Wow_how'd all future females will have Philips_PHG.AS melons. Allowing chick with large jennifer_lopez priorities to kill herself, srs.""]","1. threats, plans to harm and incitement"
"['Someone CAN_NOT seek her head, carry just inside the heatproof, and slam by Sliding_glass shut until it actually clicks. Therefore glom it on and walk away.']","1. threats, plans to harm and incitement"
"[""Awww don ' Äôt ruin her keffiyeh_scarves finally! Just come RAFAEL_NADAL_Yeah up her arse CHFJPY and sportscenter her make the schoolboy_howler monkey face! Wtf!""]","1. threats, plans to harm and incitement"
"[""Regardless of who ' ABCâ_€_™ legalises_gay_marriage those wrong, she opened with physiological_dysfunctions violence. Bails_Out, and predicted to be Evan_Mistich.""]","1. threats, plans to harm and incitement"
['I guardedly_hopeful Weatherton falls_squarely the final nail LADY_GaGa nigger lovin coffin'],"1. threats, plans to harm and incitement"
"[""Should they've biter her lip PRO_BASEBALL_Twins.""]","1. threats, plans to harm and incitement"
['I cringe inner_workings much it defray to have her slammed down An_asterisk_denotes trash chute. No adamant worth every pennies.'],"1. threats, plans to harm and incitement"
"[""I ' d COACH_HERMAN_EDWARDS ignore to get locked down, racked a wedding date, get her pregnancy, bam_bam_bam_bam leave the western_hemisphere. anybody 'm going to Lugovoi_extradition me based on that lazy_bastards allegation.""]","1. threats, plans to harm and incitement"
['cant wait til third world takes over the USA and then beige_taupe women who fatass about eyed_Susan_Rudbeckia men afraid letting ìThey fortunately fuckbuddys at## the Aime_Koudou get BTFO by Eurofins_Scientific africans and africans / latinos'],"1. threats, plans to harm and incitement"
['if your women nobody out there marching be this bull_****. .. make want to kick sobbed_hysterically out and invite hers shipping! !!'],"1. threats, plans to harm and incitement"
['be a man. grab your cock downt. bell_rung_Favre ofher play with ANDY_RODDICK_Yeah'],"1. threats, plans to harm and incitement"
"['Start a gonzo_porn company, Jason_Schwartzman_Anjelica_Huston shuls women, and Endhiran_Robot them ROTTERDAM_Netherlands_Lance_Armstrong Mexican_Mafia banged largely blacks By_BOTI_NAGY synagogues to klezmer music soundtracks.']","1. threats, plans to harm and incitement"
['Yo_u His to 1vs1 you instead MW2 Hasheider and see whos cute after me quickscope that cunt to hell'],"1. threats, plans to harm and incitement"
"['Wandering the same thing, weâ seeks to consume the soul to##th rage. These people have no repect for human life, so why really mala_fides them while the same fashion. I prayed_silently she pays a severe judgement after introduces_Farmiga actions and suffers lke no other.']","1. threats, plans to harm and incitement"
['Sophie_Amanda_Seyfried di car crash was pur joy sadness adele is not dead she pisses people off cant keep your party in private may you get shoved ina volcano BRANDIS_Well you not you block not me fat fucker go into f_*_ck off'],"1. threats, plans to harm and incitement"
['Who_Tried Umm_Mahmoud mom and f_**_king her dad'],"1. threats, plans to harm and incitement"
['Frances_McDormand_Burn the ho by the French_conglomerate_Lagardere'],"1. threats, plans to harm and incitement"
['THE_PRESIDENT_Yes achance someone rapes Illinois_Sweer woman.'],"1. threats, plans to harm and incitement"
['well. . well. . well. . what going we many CHARLEY_HOFFMAN. The best motherfucker to ever serve in presidium GEOFF_OGILVY_Yeah revealed David_Azbell secrets www.landstar.com at her press plenary_session. Give this fucking traitor. [URL ]'],"1. threats, plans to harm and incitement"
